"year","state","county","cases","population","type"
2019,"Wisconsin","Kenosha County",2,169290,"primary and secondary syphilis"
2019,"Nebraska","Polk County",0,5278,"primary and secondary syphilis"
2019,"Kansas","Thomas County",25,7711,"chlamydia"
2019,"New Mexico","San Miguel County",84,27591,"gonorrhea"
2019,"Missouri","Camden County",28,45815,"gonorrhea"
2019,"North Carolina","Pender County",201,62162,"chlamydia"
2019,"California","Alpine County",0,1101,"gonorrhea"
2019,"Pennsylvania","Warren County",62,39498,"chlamydia"
2019,"Texas","Duval County",0,11212,"primary and secondary syphilis"
2019,"Tennessee","Sequatchie County",0,14876,"primary and secondary syphilis"
2019,"Colorado","Pueblo County",484,167529,"gonorrhea"
2019,"Missouri","Warren County",2,34711,"primary and secondary syphilis"
2019,"New Mexico","Socorro County",101,16735,"chlamydia"
2019,"Kansas","Gray County",0,6033,"primary and secondary syphilis"
2019,"Arkansas","Phillips County",223,18029,"chlamydia"
2019,"North Carolina","Pamlico County",0,12670,"primary and secondary syphilis"
2019,"Ohio","Columbiana County",244,102665,"chlamydia"
2019,"Virginia","Westmoreland County",1,17830,"primary and secondary syphilis"
2019,"New Hampshire","Hillsborough County",17,415247,"primary and secondary syphilis"
2019,"Virginia","Prince William County",410,468011,"gonorrhea"
2019,"Wisconsin","Brown County",1192,263378,"chlamydia"
2019,"North Carolina","Wilson County",11,81455,"primary and secondary syphilis"
2019,"Montana","Lake County",0,30250,"primary and secondary syphilis"
2019,"Wisconsin","Chippewa County",155,64135,"chlamydia"
2019,"Massachusetts","Suffolk County",7286,807252,"chlamydia"
2019,"Arkansas","Independence County",125,37678,"chlamydia"
2019,"Kansas","Kearny County",0,3943,"primary and secondary syphilis"
2019,"Virginia","Botetourt County",9,33277,"gonorrhea"
2019,"Kentucky","Bullitt County",171,81069,"chlamydia"
2019,"Louisiana","St. Tammany Parish",287,258111,"gonorrhea"
2019,"California","Santa Barbara County",457,446527,"gonorrhea"
2019,"Ohio","Ottawa County",73,40769,"chlamydia"
2019,"South Dakota","Todd County",6,10283,"primary and secondary syphilis"
2019,"Texas","Nueces County",2883,362265,"chlamydia"
2019,"Wisconsin","Bayfield County",4,15042,"gonorrhea"
2019,"Minnesota","Ramsey County",52,550210,"primary and secondary syphilis"
2019,"Wisconsin","Wood County",13,73055,"gonorrhea"
2019,"Missouri","Stone County",0,31749,"primary and secondary syphilis"
2019,"Nebraska","Red Willow County",0,10726,"primary and secondary syphilis"
2019,"Virginia","Fredericksburg city",1,29144,"primary and secondary syphilis"
2019,"Virginia","Amherst County",1,31666,"primary and secondary syphilis"
2019,"Mississippi","Pike County",202,39563,"gonorrhea"
2019,"Indiana","Ohio County",1,5844,"gonorrhea"
2019,"Minnesota","Olmsted County",4,156277,"primary and secondary syphilis"
2019,"Alabama","Winston County",41,23660,"gonorrhea"
2019,"Mississippi","Perry County",73,11931,"chlamydia"
2019,"Tennessee","Benton County",2,16184,"primary and secondary syphilis"
2019,"Indiana","Warren County",20,8263,"chlamydia"
2019,"Idaho","Madison County",33,39304,"chlamydia"
2019,"Oregon","Columbia County",2,52377,"primary and secondary syphilis"
2019,"Kansas","Chautauqua County",0,3309,"primary and secondary syphilis"
2019,"Alaska","Lake and Peninsula Borough",12,1587,"chlamydia"
2019,"Minnesota","Wilkin County",2,6254,"gonorrhea"
2019,"Colorado","Lake County",4,7824,"gonorrhea"
2019,"North Dakota","Pierce County",5,4081,"chlamydia"
2019,"Michigan","Alcona County",0,10362,"primary and secondary syphilis"
2019,"Louisiana","Jefferson Davis Parish",75,31582,"gonorrhea"
2019,"Oklahoma","Canadian County",16,144447,"primary and secondary syphilis"
2019,"North Carolina","Davidson County",685,166614,"chlamydia"
2019,"Kansas","Barton County",125,26111,"chlamydia"
2019,"Kansas","Cheyenne County",2,2660,"gonorrhea"
2019,"Tennessee","Anderson County",122,76482,"gonorrhea"
2019,"Mississippi","Clarke County",47,15604,"gonorrhea"
2019,"Wisconsin","Ashland County",0,15600,"primary and secondary syphilis"
2019,"Georgia","Camden County",4,53677,"primary and secondary syphilis"
2019,"Arkansas","Arkansas County",5,17769,"primary and secondary syphilis"
2019,"Iowa","Mitchell County",0,10569,"primary and secondary syphilis"
2019,"New Mexico","Santa Fe County",719,150056,"chlamydia"
2019,"Texas","Fisher County",2,3839,"gonorrhea"
2019,"Kansas","Seward County",0,21780,"primary and secondary syphilis"
2019,"Virginia","Emporia city",24,5121,"gonorrhea"
2019,"Alabama","Franklin County",5,31363,"primary and secondary syphilis"
2019,"Oregon","Crook County",90,23867,"chlamydia"
2019,"Texas","Hopkins County",46,36810,"gonorrhea"
2019,"Georgia","Jenkins County",6,8683,"gonorrhea"
2019,"Kansas","Finney County",0,36611,"primary and secondary syphilis"
2019,"Florida","Palm Beach County",1484,1485941,"gonorrhea"
2019,"Montana","Hill County",33,16347,"gonorrhea"
2019,"North Dakota","Renville County",1,2374,"gonorrhea"
2019,"California","Monterey County",33,435594,"primary and secondary syphilis"
2019,"North Dakota","Foster County",2,3216,"gonorrhea"
2019,"Missouri","Bates County",10,16320,"gonorrhea"
2019,"Nebraska","Knox County",0,8419,"primary and secondary syphilis"
2019,"Colorado","Gilpin County",14,6121,"chlamydia"
2019,"Illinois","Union County",17,16841,"gonorrhea"
2019,"North Dakota","Dickey County",1,4903,"chlamydia"
2019,"Texas","Guadalupe County",477,163694,"chlamydia"
2019,"Pennsylvania","Sullivan County",0,6071,"primary and secondary syphilis"
2019,"Massachusetts","Franklin County",1,70963,"primary and secondary syphilis"
2019,"New Mexico","Curry County",495,49437,"chlamydia"
2019,"Arizona","Pinal County",647,447138,"gonorrhea"
2019,"Texas","Goliad County",0,7584,"primary and secondary syphilis"
2019,"North Carolina","Washington County",29,11859,"gonorrhea"
2019,"West Virginia","Summers County",0,12760,"primary and secondary syphilis"
2019,"Tennessee","Lake County",0,7411,"primary and secondary syphilis"
2019,"Virginia","Page County",24,23933,"gonorrhea"
2019,"Virginia","Nottoway County",203,15420,"chlamydia"
2019,"Georgia","Tattnall County",154,25391,"chlamydia"
2019,"Ohio","Logan County",18,45358,"gonorrhea"
2019,"Missouri","Monroe County",1,8664,"primary and secondary syphilis"
2019,"Louisiana","Caddo Parish",63,242922,"primary and secondary syphilis"
2019,"Florida","Wakulla County",31,32461,"gonorrhea"
2019,"South Dakota","McPherson County",3,2407,"chlamydia"
2019,"Arkansas","White County",338,78727,"chlamydia"
2019,"Maryland","Carroll County",327,168429,"chlamydia"
2019,"Oklahoma","Okfuskee County",17,12098,"gonorrhea"
2019,"Nebraska","Keya Paha County",0,810,"chlamydia"
2019,"South Dakota","Tripp County",0,5478,"primary and secondary syphilis"
2019,"Oklahoma","Canadian County",583,144447,"chlamydia"
2019,"Utah","Juab County",1,11555,"gonorrhea"
2019,"Arizona","Maricopa County",947,4410824,"primary and secondary syphilis"
2019,"Texas","Jim Wells County",2,40822,"primary and secondary syphilis"
2019,"Nebraska","Douglas County",1662,566880,"gonorrhea"
2019,"Virginia","Pittsylvania County",261,60949,"chlamydia"
2019,"South Dakota","Clay County",0,14041,"primary and secondary syphilis"
2019,"North Dakota","Ward County",4,67744,"primary and secondary syphilis"
2019,"Kentucky","Breathitt County",3,12726,"gonorrhea"
2019,"West Virginia","Mineral County",3,26940,"gonorrhea"
2019,"Illinois","Jackson County",597,57419,"chlamydia"
2019,"North Carolina","Stokes County",112,45467,"chlamydia"
2019,"Idaho","Fremont County",10,13168,"chlamydia"
2019,"Connecticut","New Haven County",1467,857620,"gonorrhea"
2019,"Nebraska","Perkins County",0,2929,"chlamydia"
2019,"Florida","Taylor County",23,21623,"gonorrhea"
2019,"Pennsylvania","Clearfield County",190,79388,"chlamydia"
2019,"Alabama","Lawrence County",56,32957,"gonorrhea"
2019,"Utah","Sanpete County",47,30623,"chlamydia"
2019,"Missouri","Knox County",3,3947,"gonorrhea"
2019,"Georgia","Douglas County",195,145331,"gonorrhea"
2019,"New Hampshire","Belknap County",12,61022,"gonorrhea"
2019,"New Mexico","Lea County",128,69611,"gonorrhea"
2019,"North Dakota","McHenry County",0,5816,"primary and secondary syphilis"
2019,"Missouri","Henry County",57,21792,"chlamydia"
2019,"Tennessee","Van Buren County",1,5765,"primary and secondary syphilis"
2019,"New Hampshire","Strafford County",56,130090,"gonorrhea"
2019,"Kansas","Stanton County",5,1987,"chlamydia"
2019,"Alaska","Sitka City and Borough",29,8647,"chlamydia"
2019,"South Carolina","Calhoun County",0,14520,"primary and secondary syphilis"
2019,"Kentucky","Henderson County",122,45591,"gonorrhea"
2019,"Pennsylvania","Snyder County",2,40540,"primary and secondary syphilis"
2019,"North Carolina","Jones County",19,9637,"gonorrhea"
2019,"Pennsylvania","Perry County",71,46139,"chlamydia"
2019,"Virginia","Williamsburg city",73,14896,"chlamydia"
2019,"Montana","Powell County",6,6968,"gonorrhea"
2019,"New York","St. Lawrence County",24,108047,"gonorrhea"
2019,"South Dakota","Haakon County",0,1918,"primary and secondary syphilis"
2019,"North Carolina","Bertie County",0,19026,"primary and secondary syphilis"
2019,"Texas","Kaufman County",514,128622,"chlamydia"
2019,"North Carolina","Beaufort County",3,47079,"primary and secondary syphilis"
2019,"North Dakota","Rolette County",151,14301,"gonorrhea"
2019,"Mississippi","Clay County",0,19386,"primary and secondary syphilis"
2019,"Florida","Brevard County",65,596849,"primary and secondary syphilis"
2019,"South Dakota","Spink County",0,6495,"gonorrhea"
2019,"Texas","Hemphill County",5,3825,"gonorrhea"
2019,"Illinois","Cook County",1007,5180493,"primary and secondary syphilis"
2019,"Montana","McCone County",0,1675,"primary and secondary syphilis"
2019,"Georgia","Irwin County",10,9398,"gonorrhea"
2019,"Kansas","Pottawatomie County",12,24277,"gonorrhea"
2019,"West Virginia","Monroe County",0,13280,"primary and secondary syphilis"
2019,"Missouri","Mississippi County",100,13336,"chlamydia"
2019,"Kentucky","Trigg County",6,14643,"gonorrhea"
2019,"Tennessee","Cumberland County",62,59673,"gonorrhea"
2019,"Texas","Johnson County",469,171361,"chlamydia"
2019,"Nevada","Mineral County",1,4514,"primary and secondary syphilis"
2019,"Nebraska","Pawnee County",0,2632,"primary and secondary syphilis"
2019,"Missouri","Clark County",5,6842,"gonorrhea"
2019,"Texas","Hardeman County",5,3922,"gonorrhea"
2019,"Maryland","Wicomico County",336,103195,"gonorrhea"
2019,"Colorado","Grand County",22,15525,"chlamydia"
2019,"Kentucky","Kenton County",818,166051,"chlamydia"
2019,"Arkansas","Benton County",8,272608,"primary and secondary syphilis"
2019,"Arkansas","Scott County",1,10319,"primary and secondary syphilis"
2019,"West Virginia","Berkeley County",333,117123,"chlamydia"
2019,"Kentucky","Mason County",85,17150,"chlamydia"
2019,"Oregon","Clatsop County",6,39764,"gonorrhea"
2019,"Alabama","Lamar County",51,13844,"chlamydia"
2019,"Michigan","Gogebic County",0,15096,"primary and secondary syphilis"
2019,"Texas","San Jacinto County",24,28719,"gonorrhea"
2019,"Florida","Hillsborough County",9078,1436888,"chlamydia"
2019,"Vermont","Windham County",1,42756,"primary and secondary syphilis"
2019,"Texas","Potter County",1201,119648,"chlamydia"
2019,"Ohio","Hancock County",1,75930,"primary and secondary syphilis"
2019,"Texas","Frio County",2,19816,"primary and secondary syphilis"
2019,"South Dakota","Day County",2,5505,"gonorrhea"
2019,"Wyoming","Carbon County",1,14971,"primary and secondary syphilis"
2019,"Colorado","Arapahoe County",1547,651215,"gonorrhea"
2019,"Nebraska","Dawson County",101,23709,"chlamydia"
2019,"Florida","Lake County",25,356495,"primary and secondary syphilis"
2019,"Iowa","Allamakee County",1,13832,"primary and secondary syphilis"
2019,"North Carolina","Davie County",0,42733,"primary and secondary syphilis"
2019,"North Carolina","Surry County",1,71948,"primary and secondary syphilis"
2019,"Mississippi","Yazoo County",304,28248,"chlamydia"
2019,"Colorado","La Plata County",2,56310,"primary and secondary syphilis"
2019,"New York","Seneca County",80,34300,"chlamydia"
2019,"Indiana","Marion County",4040,954670,"gonorrhea"
2019,"Minnesota","Grant County",2,6021,"gonorrhea"
2019,"Connecticut","Tolland County",61,150921,"gonorrhea"
2019,"Pennsylvania","Indiana County",23,84501,"gonorrhea"
2019,"California","Solano County",2588,446610,"chlamydia"
2019,"Iowa","Louisa County",10,11169,"gonorrhea"
2019,"Tennessee","Perry County",5,8064,"gonorrhea"
2019,"Kentucky","Clay County",39,20105,"chlamydia"
2019,"Georgia","Macon County",30,13143,"gonorrhea"
2019,"South Dakota","Turner County",0,8424,"primary and secondary syphilis"
2019,"California","Humboldt County",828,136373,"chlamydia"
2019,"Wyoming","Fremont County",3,39531,"primary and secondary syphilis"
2019,"Minnesota","Clay County",3,63955,"primary and secondary syphilis"
2019,"Indiana","Switzerland County",24,10717,"chlamydia"
2019,"Idaho","Fremont County",0,13168,"gonorrhea"
2019,"Illinois","Coles County",357,50885,"chlamydia"
2019,"Ohio","Miami County",348,106222,"chlamydia"
2019,"Washington","Mason County",46,65507,"gonorrhea"
2019,"Montana","Toole County",1,4853,"primary and secondary syphilis"
2019,"Wisconsin","Pierce County",3,42555,"primary and secondary syphilis"
2019,"South Dakota","Gregory County",10,4212,"chlamydia"
2019,"Michigan","Baraga County",31,8320,"chlamydia"
2019,"Montana","Rosebud County",150,9063,"chlamydia"
2019,"Minnesota","Beltrami County",36,46847,"primary and secondary syphilis"
2019,"Washington","Douglas County",25,42907,"gonorrhea"
2019,"Washington","Asotin County",14,22610,"gonorrhea"
2019,"South Dakota","Jackson County",0,3307,"primary and secondary syphilis"
2019,"Kentucky","Pendleton County",10,14529,"gonorrhea"
2019,"California","Contra Costa County",2207,1150215,"gonorrhea"
2019,"Massachusetts","Bristol County",43,564022,"primary and secondary syphilis"
2019,"South Dakota","Custer County",15,8726,"chlamydia"
2019,"Missouri","Newton County",71,58266,"gonorrhea"
2019,"Kentucky","Webster County",20,13111,"gonorrhea"
2019,"Ohio","Cuyahoga County",5346,1243857,"gonorrhea"
2019,"South Dakota","Deuel County",0,4337,"primary and secondary syphilis"
2019,"Ohio","Lawrence County",175,59866,"chlamydia"
2019,"Arkansas","Jackson County",13,16811,"primary and secondary syphilis"
2019,"Colorado","Cheyenne County",1,1876,"gonorrhea"
2019,"Illinois","Union County",45,16841,"chlamydia"
2019,"Maine","Somerset County",9,50592,"gonorrhea"
2019,"Texas","Collingsworth County",6,2962,"chlamydia"
2019,"Georgia","Lee County",0,29764,"primary and secondary syphilis"
2019,"Virginia","Craig County",2,5064,"gonorrhea"
2019,"North Carolina","Camden County",7,10710,"gonorrhea"
2019,"Louisiana","Rapides Parish",1130,130562,"chlamydia"
2019,"Indiana","Elkhart County",2,205560,"primary and secondary syphilis"
2019,"Iowa","Page County",0,15249,"primary and secondary syphilis"
2019,"Texas","Real County",0,3478,"gonorrhea"
2019,"Kentucky","Perry County",18,26092,"gonorrhea"
2019,"North Carolina","Jones County",48,9637,"chlamydia"
2019,"Arkansas","Stone County",4,12457,"gonorrhea"
2019,"Montana","Golden Valley County",0,826,"chlamydia"
2019,"Minnesota","Crow Wing County",33,64889,"gonorrhea"
2019,"Illinois","Stark County",13,5427,"chlamydia"
2019,"Georgia","Stewart County",32,6199,"chlamydia"
2019,"Georgia","Echols County",0,4000,"primary and secondary syphilis"
2019,"Missouri","Gentry County",0,6628,"primary and secondary syphilis"
2019,"Mississippi","Lafayette County",412,54793,"chlamydia"
2019,"New York","Rensselaer County",277,159442,"gonorrhea"
2019,"Maine","York County",55,206229,"gonorrhea"
2019,"New York","Queens County",349,2278906,"primary and secondary syphilis"
2019,"California","Amador County",3,39383,"primary and secondary syphilis"
2019,"Georgia","Putnam County",0,21809,"primary and secondary syphilis"
2019,"Colorado","Lake County",0,7824,"primary and secondary syphilis"
2019,"Washington","Columbia County",0,4059,"primary and secondary syphilis"
2019,"Montana","Garfield County",0,1268,"primary and secondary syphilis"
2019,"South Carolina","Fairfield County",74,22402,"gonorrhea"
2019,"Georgia","Clayton County",2376,289615,"chlamydia"
2019,"Georgia","Paulding County",6,164044,"primary and secondary syphilis"
2019,"Illinois","Lee County",25,34223,"gonorrhea"
2019,"Missouri","Washington County",55,24943,"chlamydia"
2019,"Tennessee","Van Buren County",3,5765,"gonorrhea"
2019,"Texas","Brazos County",346,226758,"gonorrhea"
2019,"West Virginia","Wetzel County",0,15270,"primary and secondary syphilis"
2019,"Arkansas","Sharp County",49,17366,"chlamydia"
2019,"Minnesota","Chippewa County",0,11924,"primary and secondary syphilis"
2019,"Iowa","Cass County",10,12930,"gonorrhea"
2019,"Alabama","Clay County",35,13275,"gonorrhea"
2019,"Alabama","Baldwin County",6,218022,"primary and secondary syphilis"
2019,"Texas","Erath County",1,42446,"primary and secondary syphilis"
2019,"Louisiana","East Baton Rouge Parish",4096,440956,"chlamydia"
2019,"Texas","Kinney County",0,3767,"primary and secondary syphilis"
2019,"North Carolina","Dare County",2,36501,"primary and secondary syphilis"
